free_text,label_id
sói hai kiểu gượng_gạo ép_buộc,0
clip dài_dài ae tài_liệu ôn_tập khuya,0
gáy : ) ),0
"đứa dám cá ko xử_tử , lắm ko . t cá 1 200",0
"sai_sót , team giải vô_địch a 😆 😆 😆 chúc a trở an_toàn . hóng mai sờ_trym",0
train skt gam đi thầy,0
vi kiểu vũng sình r,0
"đéo im , thằng cục_trưởng cục phân kia bảo dư_lượng chất_độc nông_sản phép ko , độc_giả tức bảo "" kính thưa thằng cục cứt : chất_độc ko thể "" , chửa ? ? ?",2
khóc lũ xủ ( đồng bon ) kia phán_xét sinh,1
from to cà_mau with love . lớp du chu cờ mo,0
ôm : ( (,0
ơiiii,0
hội bảo_vệ tiêu_dùng lương toàn ảo ?,0
đỉnh_cao toán_học việt_nam,0
full box giá rẻ dân_chơi,0
tuận_đình nguyễn sâu dầu nồi canh,0
võ_thủy bx,0
đấm gãy cmn,1
con_rơi abe nè 🙂 🙂,0
1 cặp : ) ),0
hóng nhỡ mồm chửi đấy 😂 😂,0
nguyễn hạnh tiền ? ? đi dịch đất_nước : ( (,1
cám_ơn,0
nam khong phai nu,0
"face nói_chuyện , sủa block thắc_mắc ? tham_gia đi học tiếng đi ha cháu ngoan bh !",2
bà_ba vàng_ngọc kêu chửi bã nợ,0
giau ko gang may lanh ma sai quat ha chi,0
ôi thủ_đô ! ! !,0
gọi si đa xong pha đi hiến máu : ) ),1
mì tôm sống độ rì viu thịt trâu : ( ( (,0
luật tao tao luật ý_kiến cặc phường,1
adidaphat mong đc siêu_thoát adidaphat,0
linh cá_tra,0
hoàng_ngọc_huyền : mạ,0
"lỡ tim cmnr , bh",0
huyền khánh_phùng mắt gấu_trúc vl 🤣,0
thanh_vân_linh marrie tí k . lou lắm k phim rạp : ) (,0
buồi thầy : ) ),2
"địt_mẹ mấy thằng phân_biệt bắc_nam , "" nam_kì boys "" , ko phân_biệt hn sg tiếp đi ?",2
thằng tủn kêu nc hoa f1 = ] ],0
mua_đồ duyên_dáng nè 😚,0
tưởng_định đổi page 🤣 🤣,0
chuong_trinh xam,2
ghép . mặt !,0
qq đéo đầu đuôi,1
. chả_là tắc đít mấy hôm_nay . . may cmt cười cứt 😱 😘 😘 😘 tks . . : 3,0
giới,0
"chính_sách thúê quan bảo_hộ ngành công_nghiệp non_trẻ . , tội đứa trẻ công_nghiệp ô_tô mãi chả . .",0
"12 tạm giam - đền hải , bù_đắp tổn_thất tinh_thần sức_khỏe , xuân , trí_lực phòng giam đi .",0
dân_nghèo tin_tức thủ_tướng nhắn_tin tạm quên đi đói_nghèo,0
hồi khánh_phương khánh_đơn anh_em sinh_đôi . .,0
andy quách mạng đăng cò kiểu biến_thái,0
đời đời cháu ko nợ,0
hoàng trung_dũng ny đi đi nứa,0
đại_hội vạch_mặt thân cũ . 😂,0
đi gank đem giáo_án nâng_cấp băng_giá_cả,0
gioqf con_so,0
trung tốc_độ : ) ) trung 6 dú : v,0
"e trùng suy_nghĩ . , cày hưởng_thụ , tiền chẳng , ! !",0
đăng_kí dâu,0
tóc đẹp lồng_lộn túi tiền gái : ) ) ),0
. 3 / 4 tài_sản : v,0
"vu tien dat mày , mẹ mày gọi mày phát",0
thủy_tiên siêu_thị 😭 😭 😭,0
ghê_hầy,0
dth,0
mày loz hả,2
ok thầy,0
tu tuan hâhhaa bỏ_qua tú,0
"để_ý chữ biển xanh xoay tròn kia ghi "" tương_lai "" : ) )",0
abe sena ko thể ngang = ) ),0
chào mn tùng đi ngủ,0
"cncs quái_thai nhân_loại , sức_mạnh thế_lực tiêu_diệt , trừ ! câu nổi_tiếng lịch_sử xác_định",2
hải_đăng_t gọi tường gió oánh mịa : ( (,2
reaction đi thầy,0
đc vailin ui 😇 😇 😇,1
đm train cuccut vô quất 1 hơi 3 - 0 sợ : v,1
âm_thầm,0
cụ mỹ xóa ván cờ . vnch cờ mỹ . cụ điên_khùng chuyển_giao đầu_hàng cộng_sản .,2
to,0
đéo cayy đi,1
tran dan hai vai hoi 3 / / / trần dan phong_độ,0
", bánh sinh_nhật 30 khóc",0
1 ng tao cho_dù haha : >,0
fb a thẩm_mỹ_viện j v,0
@ trần = ) ),0
trân_thanh_my_na mua,0
"xong xỉu , xỉu 3 tỉnh dậy xong xỉu = ) )",0
bầu thằng chó ad đê . giỏi lắm,2
😃 😃,0
thiện_huno,0
phim séc hả : ) ),0
haha,0
nam_nguyen,0
794299314,0
sửa hastag đi ad : ) sai kìa : ) ),0
áo sơ_mi trắng tóc át rô thương_hiệu !,0
hành_trình đi nốt_ruồi hả ?,0
ngủ dơ thầy,0
đeo,0
khoá tiếng cấp_tốc hoy bọn mày,0
ae like nhiệt đê,0
giáng_sinh toàn người_mẫu đẹp tham_gia 😂,0
"má k mặc áo đi , mặc hoài áo cũ thầy",0
"giám_đốc phố bolsa hoàng lân phỏng_vấn xoáy giám_đốc tiên_tri vũ_trụ tức nhiên , tức nhiên , ... . . ... . . ... . chi hấp_dẫn .",0
nguyễn_hà ko sam hải_sản lạ,0
hồng_nhung toi .,0
"bình_thường , tranh_thủ kiếm xơi tết - _ - , tsn , đứng đợi tiếng vali ló dạng , nóng_ruột chết",0
ik liễu . . sợ,0
"mấy thằng ko bắt , diệt !",0
sáng_mắt hả 90 triệu lừa .,0
"phân_biệt đuôi , sam đuôi kiểu hình_trụ sờ gai gai . đuôi tròn sờ trơn mịn",0
cố,0
ý_thức qq,1
derby ruhr tuần khán_giả 😞,0
clip mấy moi . . clip xl cộng_đồng mạng . .,0
đồng quan_điểm .,0
a chồng e đc ko e,0
a ! : v,0
haru_san cẩn_thận,0
trần_hữu đương,0
sai chỗ ? mong . tui dân kỹ_thuật ko .,0
đccc ơiii : ) ),0
@ công_danh nguyen thể_chế chính_trị hẳn tư_tưởng xã_hội . cờ hó china cmn ?,2
hí ae 🙂,0
link balo bama thầy quảng_cáo : v,0
cung que . cug mih o luon k bit c nhi,0
t_cười ỉa 😂,0
vị lãnh_đạo đảng ta đứa trẻ tao sinh nợ .,2
chào_độ 2020 nhá,0
lê_văn quật video,0
"khổ_thân ko tiền , mua tôm alaska",0
bcuoi_vl,0
thu hít 1 hạt cát thành sa_mạc = ) ),0
dm,1
tuân : i love you chu ca mo ? ? ? ? ? ? ? ? ?,0
"xàm , ăn_không rảnh_rỗi l , dịch ko giúp đc chửi đăng , chụp gạo đồ , trẻ trâu",2
cam góc chéo 😁 😁,0
"nguyễn_thuận cmt 1 chửi chó , ráng bữa cmt lắp não nha",2
susan thầy,0
"cuộc_đời thăng trầm , , đi đoạn , , đc . , refund , hết_sức ! mãi yêu refund",0
minh_hoàng,0
a ưo,0
bùi_đức_hậu sợ cười mặt nà sợ bạn_bè nhắc câu_chuyện mãi,0
thương . chúc_chú sk 90 triệu dân vn đẩy corona đi ... ... ... . .,0
chán_thế nhở,0
đầu ý_nghĩa amazon : ) ),0
toàn giáo_án máu lồn chảy ngược,2
tuan tr e bé chó = ) ),0
"okie , cơm nha ông_già : v",0
tội_nghiệp hùng tư nha . clip hùng đụ tư nha_nín thở . .,1
đi bắn,0
sống chậm thoii mn,0
bò đỏ cay thắng_lợi dân hongkong,2
ca_sĩ thầy,0
"lolz mắc cười , toàn 1 lủ vùng_xa xôi ... thờ ba_đình , đéo ngậm mổm c . . c , ko , ko miệng thối mấy chó dlv ạh",2
bravo !,0
xoăn_sự dáng cánh hoa a 😆 😆,0
mặt đơ vcut,0
lốp du chu cờ mo . con_nuôi sẵn_lòng,0
dm linkkkkkkkkkkkk,1
phân_biệt tú giang_hồ vs tú tiêu tiêu,0
nimo toàn vàng đéo kim_cương : ),0
339483904,0
tạ tường ảnh 2 trend nàyyyyyyyy ❤ ️ ❤ ️ ❤ ️,0
"admin tiểu_sử thằng . . quá_khứ hack trẻ trâu , thể_hiện . . giỏi_giang , phá_hoại diễn_tả chính_xác . : p",0
dễ_thương,0
trung_mậu tuất,0
ngta chết vừa_ý,0
3 nọc,0
hợp_lý 🙃 🙃 🙃,0
"cảm_giác dân thời_kì đô_hộ vkl . sưu thuế_ngập mồm . đô_hộ khéo phát_triển đc chả đc méo , khổ",2
thông não hộ abe,0
video = ),0
cẩm_hà_mai lúm_sa_hoàng sếp người_ta thất_vọng 😌 😌,0
k nhầm_lẫn,0
lưu_thị_phương_thảo cách_ly cô_giáo 🤔 😁 😁 😁 😁,0
ahihi : 3,0
cương đặng_đây thịt chuột 🙄 🙄 🙄,0
chib3 chet ko co nham mat,2
ngọc_quang_phú thọ kìa,0
mặt_mũi chj đẹp . j cg đẹp . . chj đeo vàng_vậy . . linh loc ...,0
dấu tự_nhiên fan cứng phương_liin_huu,0
ib tui tui gửi nè,0
"góp_ý . ý_kiến , mất_lòng anh_em , đóng_góp một_chút ý_kiến anh_em ý_kiến , con_người dài_dòng , đ",0
cáp tần me ri độ,0
đức_mạnh_gaga,0
giàu giúp_đỡ đi chị_em tiền cất gia_đình đi,0
hqa ngửi mùi sena nghiện mùi đit . hả thầy = ) ) ),0
quan_ngại sâu_sắc,1
mong thầy đóng mv : v,0
. đại_gia dân bù,0
bùi_thị_minh thư_k ngon,0
sói said : ông_già hơi đấy,0
grab,0
iphone fan cưng tộc_trưởng,0
mặc mặc : ) ),0
: v hihi,0
xinh top 1 trending iu i love you,0
cực_kỳ thuyết_phục : ) ),0
"vả vô mỏ loz mày , học_sinh trời_đánh",2
"sân_bay no mòng , ướt đéo bố : )",2
hơi,0
công_dụng = ) ),0
team refund bắn anh_em đi_rửa mắt 🙂,0
@ em_gái cu hãng trần đoàn cười ỉa,0
xong hâm_mộ ❤ ️,0
thả khu bảo_tồn thiên_nhiên loài ng việt_nam_ta loài vời hắn dc 🙂,2
nỗ_lực phò ... cao_cấp ?,1
đẹp_trai,0
abe sg tối đơm abe nè . : ) ),0
chi tieng e vay vay tram triệu di_chi ... ... . .,0
hoàng_quỳnh phạm mỹ_linh mai_thu huyền tết bài_bạc tí nhở = ) ),0
nghưỡn trần_dần khỏe thanh_niên .,0
chi xinh quý fai . đẹp lắm,0
thầy thầy hồi trẻ lỗi má thầy ko,0
hiếu đẹp,0
ad link,0
sơn nguyễn video b,0
chi phi_cong trinh bj bon no cat xen chia chat voi het roi . tien lam cong trinh rat thap lam co chat luong .,2
3 vàng_ngọc 1 e yêu 3 e thiện thiện 34t đồng tháp 0328448610,0
khai_giảng phơi nắng 😂,0
breadtalk minh chứng câu : ) ),0
"thằng ad k bme tù đấy , khổ",2
duy_linh yah đấy bác_sĩ khuyên dân đeo khẩu_trang,0
chủ quán bánh mỳ team up cực,0
noi,0
mấy bh nói_xấu lắm,0
độ hồi xưa pảnh,0
lê_thiện : ),0
kevin song trung_thu gia_tăng dân_số : ),0
đăng dũng cá_chép,0
🤷 ‍ ♀ ️,0
tết : v,0
con_cò be_bé 🤪 😂,0
nguyễn_tuấn_huy,0
lê nhật thân duyên_số sinh,0
vô quan_tài hả,2
đéo ki_bo soi soi . mày chúng_nó sống . miệng chó ko mọc đk voi cứt j củng phun đk,2
dừa = ) ),0
dần ngô_kỷ ngỏ thách đấu,0
ko trọng_tâm . tai cảnh,0
khịa vl : ) ),1
; ( (,0
", cháu 😆",0
đii,0
mr plan is funny . kkk,0
tử_hình j,0
alo trần_thái_linh,0
mặc quần xong đi mua đồ liền nè thầy,0
mấy quán bar song,0
m_chốn dịch hả,0
mấy cháu dạo tệ . .,0
thúy đú trend ko,0
mẹ,0
long nguyễn não m khôn ngu,2
3 chửi,0
tao địt thằng lồn máy trộm,2
kenny you bảo gà abe,0
nguyễn_khánh_nghĩ chán vlol,1
đăng éo chửi đc : \ đừng mượn hình_ảnh đẹp r đem tâm_hồn đéo đẹp r chửi,0
clip củ,0
video,0
no ngam suong het roi ...,0
cực_kỳ thuyết_phục ! 😳,0
giải cắn_răng cắn cỏ mua : ( ( quần_áo giày_dép toàn mua shop peee mưa cua hoàng đế anh_em r mỳ : / ng quốc dân,0
quan_ngoc tran cực_kì ... bái_phục : ) ),0
kjo sai bốc 3 phỏm ù = ) ),0
"haha nói_chuyện vui dễ_thương c oi , chất miền tây_á",0
". chửi chửi thẳng , vòng_vo nho đổi page đi . đậu má rau xanh .",1
"đứa ad m suy_nghĩ z mãi dân ngu cu đen , chừng 200 tỉ bn lãnh_đạo đc . thân_ái",2
kinh_doanh thuốc mắt mixigaming - phiên_bản độ tày tăng_cường thị_lực viewer pha sấy mù mắt đổ tội lag team refund,0
kiếm,0
thu nhung hình cánh hoa nha,0
"súng bắn trúng , dao chặt đứt , coi_chừng vi liếm sẻ bay vũ_trụ .",0
khánh dìm hàng nha hoa tươi,0
nghèo,0
"“ tiếc ziên tám mư mốt tui zượt biên mỉ , tui chở thành tổng_giám_đốc hãng bột cu xưn thương_hiệu hai doi ”",0
abe đơm,0
chúc_mừng . hồ hải . mong công_bằng ...,0
vid,0
xấu tệ nằm con_gái trang,0
quảng_cáo liên_quân,0
mai_dịch 😑,0
chờ,0
chao_chau,0
giọng nam miền nam ấm vcl thôiiiii < 3,0
chi oi ... dung noi_lai nua ... lo lam an,0
"thảo ng : v thua , av giới trẻ việt_nam 9 . k : v hồi má a k a học av haha",0
coi cừ chết,0
"tôn_trọng ăn_hiếp , chiếm khu_vực quậy mỹ ah .",0
ghép ác thầy,0
lạnh mặc 2 quân nhưgn béo,0
hoàng_yến học lớp 8 lè,0
e kênh thầy vô sud ?,0
nớt,0
gucci xâm_chiếm thế_giới,0
múp abe_ơiii,0
múa biệt_danh susan : chó : ) ),2
núi hả 😐 😐,0
"hải_yến kệ cm m , tụi t đx : ) )",2
nhái k kkk,0
lương_y_như mẫu ❤ ️,0
fan cứng,0
việt_phong haiz . . kẻ tổn_thương tổn_thương ng 🤬,0
việt_nam cố ! ! ! !,0
k hiện fan cứng ?,0
nổi_tiếng ý_thức kém .,2
tiệp tiệp hạng thượng_đẳng : ) ),2
đề mấy đứa rich kids não phẳng hà_nội bớt hãm lone bênh điên kia ! tao bay vả đứa phát mõm !,2
"má , ... . . xăng giá luật ca",1
cực_kì thuyết_phục abe,0
người_ta liệu,0
thời lồn mị,1
ăn_mặc loz,1
tuyệt_chiêu_bổn môn tam kê gáy đi thầy iu 😅 😅 😅,0
bon no tap hop lai 1 bang dang co ma,0
cực_kì thuyết_phục ! ! ! ! ! ! !,0
😂,0
trương_duy lz mẹ,2
sự_thực sự_thực tổng_thống trump gọi virus vũ_hán chính_xác .,0
: ) ),0
hahaaha thầy thầy đấy,0
vẻ 3 chi đẹp_trai : ) ),0
đc áo chời,0
😁 😁 😁 😁 😁,0
phuc phung tri cá giồ táp cứt cá_lóc ^ ^,1
trần_uyên 🥳,0
yeuuu tao gắt : ) ),0
êi : >,0
thầy book giáo_án e : ( ( a be cứu e vs,0
😃 😃,0
bút giá ad ?,0
mpv máu lồn đỏ,1
đi ngân_hàng gửi tiền mặt khùng ha 😉 vàng_mã lừa_gạt úp mặt vào_cầu_tiêu đi minh hiếu nhục,2
hất ng : ) ),0
duy_anh pham_dm,2
ù uôi ghê_nhở,0
tụi mày k bt đấy . . 😂 😂 ... mấy hình ... ghép . . 1 đọc rap,0
ủng_hộ abe mùa thi_đấu cko skt,0
"vn - th núi liền núi , sông liền sông , hcm - mao_trạch đông lá la la la : v",0
"mấy anh_chị_em đẹp_trai xinh gái like giúp , cám_ơn ❤",0
chỗ tóc giả k anh_em,0
ngán ngẫm thiệt,0
học_trò ngoan,0
abe,0
khùng xàm thiệt,2
trend vn đi chục : ) ) ),0
"cc , t bắn 3 phát đấy , ngon vcl ? m đui ?",1
"vãi lồn , facebook 2009 2013 chạy qc live 10 😀 xạo lồn",1
quỳnh_bé quỳnhh như_ánh cass sếp người_ta . .,0
quỳnh_kiều_trinh tết tui hong dề đc ràu 🤧 🤧,0
cừ mún chết,0
eo tùng_sói cắt tóc đi đẹp_trai ban nhiu,0
"ngập háng , bi chừ không_khí ô nhĩm ... .",0
"tình_hình dịch_bệnh phức_tạp . đường đeo khẩu_trang . sống mặt đeo 1 , sống hai mặt đeo 2 . sống kă . c . đeo bcs thay khẩu_trang 😏 😏 😏",2
"hương quỳnh dạy đc t e , t",0
chúc eng bộ_tộc nghỉ lễ vui_vẻ,0
thoại_trần “ thâu ” im mẹ ik ” : ) ) ),1
thèn tui bât kịp trend 🤣 🤣,0
vui,0
cát_lượng mới_phải thầy,0
chuẩn nhá,0
ok a êiiiii,0
cãm ơn ... mí bửa ỉa xoq vô tụt thiệt khỏe bụng,0
đm m k đi ngủ ... sống chậm,0
tâc nhiêng trân dân manh khoe . . chuc khoe noi zui ... tâc nhiêng ... . ok vây la ca thê gioi quanh no viêt nam pha tan đai luc 6 nuoc tâc nhiêng tran_dan noi nho trump ... . . tâc nhiêng ... . binh tri tu bê ...,0
i love you chu cà_mo e iu a gờ ... . 😛,0
"bảo đồng_lòng dịch khẩu_trang mì gói giá trời , học_sinh sợ dịch sợ phụ_huynh gank bắt đi học ? bảo đồng_lòng dịch ? giết_hại lẫn ròii",0
tui 😝,0
thanh_tâm kkk,0
thương thầy . nói_thế gam động_lực ai_ngờ : ) ),0
buồn mỳ 😥,0
nguyễn_thịnh quái_vật 8 đầu dú,0
"tiếc ziêng tui ngon cơm , đi chợ bình_thường",0
tối bắn ko ... . . mấy h_vậy mấy,0
tùng giỏi,0
mấy truyền máu,0
chia buồn hàn_quốc đất_nước thượng_đẳng : ( ( ( ditmevualonetaolam : ) ) ) ) ),2
buồn,0
thoi_k gian tom duoc lao_ay o dau thien di_de lao_thanh_su,0
tuk : ) ),0
tuổi_trẻ chả thăng_trầm ...,0
đừng khinh_thường chủ_tịch độ,0
abe nóng,0
tèo tèo tú joker ; ) ) ),0
thầy dkm = ) ),0
diễn_biến = ) ),0
"e bik a cố_gắng lắm bây h quên đi ko vui tiền thưởng , live stream fan . vươn . đường , tương_lai rộng .",0
bình bảnh_bao thằng cười đánh . chi 10k 20k . = ] ] ],0
an_ủi vl thư huỳnh tụi haha kìa,0
"sống chó , cách_ly ko , liên_luỵ làng ghê",2
chi 3 ếch chết lổ mệng nha chi 3 . đời voi mấy hồi 3,0
ghê lắm,0
mn,0
hoàng_thanh_trung video vs ng ae,0
e học lén thầy kết 😂,0
"e 1 a xét_nghiệm ? đi bệnh_viện , chờ lượt ? v đòi . mệt lon",2
giao va a 1tram coi,0
xaolol riết quen,2
vinh vo bún real,0
♡,0
trái_đất .,0
tùng h tóc giả hc max hair,0
tém thầy : ' (,0
abe dơ,2
0.01 % êi,0
yeu coô .,0
giờ_phút hạn_chế đi du_lịch đi trời ...,0
nhung toang .,1
nữ âm_đạo dãn rộng thâm đen,1
yếu sinh_lí yếu địa_văn,0
chúc luôn_khỏe,0
thầy_số hưởng ...,0
huyền_thoại mẹ thầy,0
... . .,0
fan cứng ? ? thầy lồn tao fan cứng chúng_mày . . yêu thầy dấu bé = ) ),2
chết thươngggg : < < < < <,0
huỳnh_đạt haha 😂,0
"đồng_hóa , , trừ 3 triệu bò : v sợ bóc lịch cam_chịu : v",2
má ăn_mặc đeo,1
lớ_ngớ phát đẹp_trai,0
a độ trông trang đi vắng 🤣 🤣 🤣,0
thầy đẹp_trai < 3 ashe quán quân,0
công_nhận,0
": "" (",0
chăn cá già chết,0
"dẻo vang nhieu vay minh hieu , đẹp , di_my vay . di_khi ve_vay",0
nguyên_tắc bất_di_bất_dịch nhân_dân ta tham_gia giao_thông :,0
"t coi qá , sợ ngỉ phẻ . đỡ tốn tiền 🤣",0
hà_nội đánh phim trung quốc đạo_diễn báo ca đi kiểm_tra . cờ vô bảo_đảm tụi trung quốc phim,0
": "" >",0
hoang_lan ... . đặc_trị corona lan day roi,0
nản ngực giá,0
thu_thảo bọn bác_sỹ đi học ...,0
khoe 2 quần mua 🥴,0
15p nuac a iu,0
""" phản_động "" đấu_tranh ntn hải đc sống ngày_nay . mong bình an 😍",0
hồ_hoàng_thảo_nhi_vân đinh_thảo_trân_khánh nguyễn_trân 700k ruồi coi k r : ) ) ) ),0
minh_đức_ho k nha,0
hà_ngọc nguyễn_linh ngọc_vũ phạm_thanh chúc phạm_nhi_vũ_hưng_vũ_phan yến_nhi,0
"tiêu_thụ bia , trẻ trâu : ) )",1
23 : 28 xĩu 3,0
lê_minh_tuấn k bt đc xuất_viện k,0
trung_anhh_ngọc_thảo đọc 32 h 34 r nè huhuu,0
chặt cuu,1
! ! !,0
chửi truyện hài,0
báo miết mốt đô_thị hốt hớt_tóc tiệm đàng_hoàng .,0
"tuan quoc so_sánh vs con_gái , chửi con_gái ngta đ * đ * , đéo mày cc , não toàn phân bò",2
tức táo_quân chủ_đề tệ_nạn game 2 chả chán,0
ko vần,0
m im đi add,2
xg,0
đc_vãi,0
tối stream k tộc_trưởng ưi,0
đm_mày,2
mật_danh susan phim mr bean = ) ),0
"hèn cộng_sản , tội đồ quả_báo nhãn_tiền .",2
ló,0
thoát kiếp,0
nguyễn_tiệp rep ne `,0
đảo hàn_xẻng cs mua_chuộc treo cờ máu ! ! ! cali bắt_chước treo ông_bà đứt gân máu xong chết 🥶,2
mày nuôi đam_mê,0
klq thi xong trường học_vậy,0
tập mik hiếu hài trời hài ... vui vui ... . thương ghê,0
bó_tay phóng_viên 🙈,0
ngu xíu : tiền môi_trường cản đc uv mặt_trời chiếu ? e ko ! e chấp_nhận nge chửi khôn : d,0
"nha nói_chuyện giả_tạo vô_cùng , nước_hoa sở_thích sưu_tầm nước_hoa . ? ko nước_hoa hãng 1tr cho_dù sale mấy 800 900k củng dòng hãng đừng nước_hoa singapor . ko mua thử đi . đồ giả làm_ăn dối_trá nói_chuyện vô_tội",0
ly_ly up liền 😉,0
giang_hồ vui 🙂,0
văn nguyễn thiệt mua 2 chai . h vứt nè,0
ko dc phép chính_phủ . chính_trị bố cug đéo dám quyết !,2
k - atm ca_sĩ,0
fan cứng = ( (,0
"truong_anh dân vn , chắc_ăn_gian lách luật = ) ) .",0
bút 🤣 🤣 hài vlin,0
trung_nút vàng bá dơ,0
đù_mẹ .,1
vl 3 vàng ngọc_giới_tính,2
kda đẹp ❤ ❤,0
sena ám,2
bắt_cái đầu mấy cờ hó tung tào_lao đập phát,2
vẻ mắt iphone nhưg mắt mixi 🤣,0
chậm ...,0
❤ ❤ 😞 😞,0
đoạn đầu 😊,0
khúc cười cảm_động,0
"thằng áp dê ngon thiên_hạ đi , đi thông_ngôn cmn đi",1
"thic viết gê , nhưg nhữg nguoi wan tâm chíh trị like thui vn ng chính_trị",0
dk me khong biet tang thue moi truong de lam gi ?,1
thoát suy_nghĩ đầu,0
tân ak video,0
hoàng_thiện clip . - .,0
ninh trần cover liền 😂 😂,0
"rickit vn vd lắm , ko đùa dc",0
idol tui,0
uyên giàu ko chữa vn,0
18 đứa sợ trầm_trồ ?,0
"nầy nói_chuyện ngong cuồng , mày đc hôn",1
văn_tuấn mai nước_hoa sông nói_chuyện xạo lồn,2
nam_dong_giang cá_basa,0
thầy park trốn phỏng_vấn đi nữ y_tá nhật trợ_tim,0
phụng phèo lina_nhi lương nè friends,0
phương_minn giọng luyến vs,0
đừng chùa hà thăm a nhá = ) ) ),0
hài,0
lê_ngọc_đức,0
12h đêm cừi 1 điên 😂 😂 😂 🤣 🤣,0
thuykieu tran chán cực phí tiền . t dễ_tính vđ xong toàn ngủ,1
yêu đời dị ! chồng tương_lai lên_tiếng đi : ) ) ) ),0
đầu_tư 👏 🏿 👏 🏿 👏 🏿 👏 🏿,0
ăn_cướp trắng_trợn,1
dương_dương nhận_thức hả,0
vs thầy 🤣,0
việt_e tuấn hưng sợ đ ? : ) ) ),0
nỗ_lực thằng giàu dc,0
triết_lí,0
giàu miến vãi nhà_t,0
cực_kỳ thuyết_phục !,0
công_nhận y đúc . mặt,0
"khoai_lang vụ đấy , hàn tiếng việt",0
người_ta tư_bản hùa bưng bô tung_hô cs : ) ),2
ám_ảnh,0
"sai , kết . quan_điểm , hẳn khách_quan ! đợi ?",0
hi_vọng nhung mau đoàn_tụ tổ_tiên !,2
troi ui bede chich hoc mon nhieu wa nen bi khung va no banh xac ... hah hah,2
"i lớp du chu cờ mo , iu gờ koo",0
bảo yến t chửi m láo vcl,2
hi_vọng trang_k câu_chuyện,0
ninh_trần a cơm vs cá kho chưaaa 🤣,0
lê_huyền má ghê : ) ) ) ) ) ),0
hình_như ceo c group : 3 tuyên_bố thiết_kế điện_thoại made in vietnam chờ mãi ko,0
hàng_hiệu chuẩn đấy : ) ),0
lớp du chu cà_mo co minh_híu,0
dân indo chuẩn,0
"pa trinh đinh , pa đẹp gái 2 hòn_dái 2",2
mày thuốc_lào 🙆,0
lưu_tuyền mùa rủ buôn đừng buôn 😞,0
"cố , pháp ... tự_hào 2 chữ_cái vn ! hehe",0
chuỵ xạo lồn : ) ),2
: ( v,0
tóc ko lẫn đi : ) ),0
đọc,0
"hoạn_nạn đấm mẽo ko . phất 1 khoác làm_bạn , thế_giới kinh_tế sướng đấy",1
nguyễn_đăng_khoa thg học_trò l : ) ) ),0
nói_dối tim tan nats,0
minh hiếu nói_chuyện lắm .,0
hùng tư nha hư_cấu nhân_vật phi,0
thèm 1 đứa ny,0
hí anh_em ❤,0
thanh_tú đứa ngắn lưỡi = ) ) ),0
mấy thùng thần khùng vô_học khen mùi đả tuc cổ vủ tinh toàn hư học coi đi_đồng lắc đi,2
tết,0
"@ tiktok official k rooid phán chó hùa . t chúng_tao đéo hàng real . bớt xl . đéo fan . bán_vậy nghiệp quật . thử nghỉ cha_mẹ bây uống thuốc chống đột_quỵ ... . trúng thuốc giả k tác_dụng . đéo suy nghỉ . hàng giả giả . rẻ chạy . bày_đặt real , hàng pháp ... . xạo_l",1
đất_nước ko đảng_phái,0
kệ đi . mùa dịch_bệnh lo tâm_trí hóng tào_lao,0
chán lol mẹ,1
thầy dkm = ) ),2
thằng điên văn câu like rẻ_tiền - - - - cút,2
"ko , hành_động giáp rút_lui biểu_tình quá_khích bình_thuận hành_động khôn_ngoan . dân , kích :",0
"cai lol me tui may đi , tui mày nhin ki ba_chỉ dc nv , dc , cđm tui mày",2
t dự_đoán nha_ae,0
anh_em ông_già đầu kẹo,0
"đéo , 10 đời éo tiền 1 / 10 xe 😂",0
văn_thị_cẩm_vân sam hả ? ngon ta ! ngon ko dám sợ nhầm toi 😭,0
m lọt top trending mng ngóng sản_phẩm jack,0
k - icm coi ca_sĩ ! ! ! !,0
đẹp chửi linh cá_lóc đi chửi linh cá_lóc lắm lắm chị_em đặng 4 like new,0
mặt cụ đảng rằm 7 ^ ^,0
v : giải_thích ló đằng kia,0
chân vẻ nuột kìa,0
"ong tran_dan dang nhay dam , chu hkong phai mua vo lol",0
"tuyên_truyền đảng , bọn ra_sức phấn_đấu trâu chó ngựa người_ta sai_bảo .",2
"ác_độc đi , ảnh show thời corona ạm thời",0
tiếc phiếu luận_tội carie lam.,0
độ châu tinh trì vl : ) ) ),0
nghỉ_hè,0
ưii,0
đm ad phản động . công_an quyền . đéo nguy_hiểm . sửu_nhi,2
ad m éo đc chi tối_ngày đi vạch lá sâu ! tài face j đi .,2
cú gai_🤣,1
cmt đàng_hoàng chửi ngta fan,0
haha_vậy đừng la,0
cụ lân,0
đc ló,0
hiếu yêu 😍 😍 😍 😍 😍,0
kg tiền sữa soạn dc,0
khóc nhè đi ad : v,0
lụi vô đại cười rớt nước_mắt,0
chúc_mừng,0
rau_muống tham_nhũng chặn ko dân phát_hiện 😌 😌 😌,2
thảo đào_văn khôn cx giầu thag lm sếp thag lm công_nhân hả a,0
hoàng lân nói_xàm,0
ctr mời nguyễn & my nguyễn_nha,0
"coi cười xĩu , dễ_thương hết_sức",0
chi xinh e la fank cua chi ... fb chi la,0
phạm_thanh nhung bệnh máy_bay k b ? 100 % k sai lè chả bênh .,0
tấu hài vcl,0
